"","snow.LONGITUDE","snow.LATITUDE","snow.ELEVATION","snow.YRS","snow.HUC","snow.TD","snow.FFP","snow.MCMT","snow.MWMT","snow.PPTWT","snow.RH","snow.MAT","model$prediction"
"212",-114.65,38.317,1936,16,16060009,23.6000003814697,131,-2.09999990463257,21.5,95,52,8.60000038146973,5.1168
"213",-110.62,40.74,3342,26,14060003,20.7000007629395,30,-10.1000003814697,10.6000003814697,262,47,-1.10000002384186,8.27194117647059
"214",-110.43,40.6,3174,39,14060003,22.1000003814697,32,-10.5,11.6000003814697,166,45,-0.5,8.27194117647059
"215",-111.321,41.825,1823,44,16010201,26.3999996185303,76,-8.10000038146973,18.2999992370605,72,46,4.69999980926514,1.99766666666667
"216",-109.27,38.48,2914,37,14030005,21,86,-6.19999980926514,14.8000001907349,247,58,3.5,7.5469375
"217",-111.602,36.864,978,16,14070007,27.8999996185303,202,1.20000004768372,29.1000003814697,33,54,15.1000003814697,0.782
"218",-111.867,39.554,1615,30,16030005,26.5,131,-4.09999990463257,22.3999996185303,96,48,8.89999961853027,1.50295652173913
"219",-111.314,42.123,1806,48,16010201,26.7999992370605,90,-8.19999980926514,18.6000003814697,58,48,4.90000009536743,1.99766666666667
"220",-111.49,41.36,2504,13,16020102,23,87,-6.69999980926514,16.2999992370605,297,57,3.79999995231628,9.64516666666667
"221",-110.8,40.86,2791,37,16010101,21.5,34,-8.89999961853027,12.6999998092651,231,46,0.699999988079071,8.27194117647059
"222",-111.83,41.41,1995,39,16010203,23.7999992370605,107,-5.40000009536743,18.3999996185303,325,56,5.69999980926514,8.85911428571429
"223",-113.85,37.49,1859,32,16030006,22.8999996185303,155,-0.800000011920929,22.1000003814697,214,57,9.80000019073486,5.138125
"224",-108.2,40,1871,18,14050006,26.2999992370605,108,-6.09999990463257,20.2000007629395,56,46,6.80000019073486,2.09270833333333
"225",-112.307,39.729,1596,26,16030005,27.2999992370605,137,-3.90000009536743,23.5,59,49,9.10000038146973,1.50295652173913
"226",-107.92,37.8,3109,37,14030002,19.2000007629395,41,-7.40000009536743,11.8000001907349,207,45,1.5,8.27194117647059
"227",-111.65,38.4,2155,26,14070003,23.7000007629395,82,-5.09999990463257,18.6000003814697,29,43,6.19999980926514,5.138125
"228",-111.891,41.667,1369,44,16010203,27.7000007629395,142,-5.30000019073486,22.2999992370605,118,53,8.30000019073486,2.14530555555556
"229",-111.839,41.735,1371,35,16010203,27.6000003814697,142,-5.30000019073486,22.2000007629395,109,53,8.30000019073486,2.14530555555556
"230",-111.803,41.75,1460,44,16010203,27.2000007629395,139,-5.30000019073486,21.8999996185303,114,53,8,2.14530555555556
"231",-108.2,37.89,2926,37,14030003,20.1000003814697,50,-7.40000009536743,12.6999998092651,241,47,2,8.27194117647059
"232",-113.4,37.51,2438,36,16030006,20.8999996185303,104,-3.5,17.3999996185303,150,55,5.90000009536743,5.138125
"233",-112.51,37.49,2275,31,16030001,21.7999992370605,93,-4.30000019073486,17.6000003814697,145,49,6,5.138125
"234",-111.71,40.84,2499,29,16020204,23,108,-5.30000019073486,17.7000007629395,348,58,5.30000019073486,5.138125
"235",-111.76,40.83,2042,18,16020204,23.7999992370605,118,-4.90000009536743,18.8999996185303,244,56,6.19999980926514,5.1168
"236",-109.229,36.418,1987,12,14080204,24.7000007629395,149,-2.40000009536743,22.2999992370605,49,52,9.80000019073486,2.09270833333333
"237",-115.009,38.862,1695,33,15010011,23.6000003814697,120,-2,21.5,59,45,9.10000038146973,1.47084375
"238",-109.664,40.56,1963,25,14060010,27.5,123,-7.30000019073486,20.2999992370605,58,50,6.40000009536743,2.54358333333333
"239",-114.287,42.181,2097,37,17040212,23.5,99,-5.80000019073486,17.7000007629395,284,60,4.90000009536743,9.64516666666667
"240",-112.283,42.167,1363,27,16010204,27.5,129,-5.69999980926514,21.7999992370605,88,51,7.90000009536743,2.14530555555556
"241",-113.304,42.3,1399,24,17040210,25,118,-3.70000004768372,21.2000007629395,50,50,8.30000019073486,2.14530555555556
"242",-113.334,42.301,1384,14,17040210,24.7999992370605,117,-3.59999990463257,21.2000007629395,48,49,8.30000019073486,2.14530555555556
"243",-111.32,39.68,2660,38,16030004,22.6000003814697,64,-7.40000009536743,15.1999998092651,203,51,3.09999990463257,8.85911428571429
"244",-108.316,37.335,2102,29,14080107,24.1000003814697,118,-4.09999990463257,19.8999996185303,100,47,7.90000009536743,2.09270833333333
"245",-108.352,37.376,2149,12,14080107,24.1000003814697,118,-4.19999980926514,19.8999996185303,99,47,7.90000009536743,2.09270833333333
"246",-108.17,37.43,3048,23,14080107,20.3999996185303,69,-6.59999990463257,13.8000001907349,236,51,3.09999990463257,7.5469375
"247",-109.726,40.99,1964,24,14040106,25.7000007629395,112,-5.69999980926514,20,25,49,6.59999990463257,2.09270833333333
"248",-111.631,39.258,1750,46,16030004,25.2999992370605,120,-4.59999990463257,20.7000007629395,87,48,7.80000019073486,3.462375
"249",-112.229,38.45,1801,33,16030003,24.7999992370605,115,-3.09999990463257,21.7000007629395,42,43,8.69999980926514,1.47084375
"250",-108.602,40.284,1885,22,14050007,28.2000007629395,130,-6.59999990463257,21.6000003814697,55,50,7.40000009536743,2.09270833333333
"251",-108.095,40.516,1801,38,14050002,27.3999996185303,87,-7.90000009536743,19.5,64,41,5.90000009536743,1.99766666666667
"252",-114.774,39.401,1920,38,16060008,24.2999992370605,112,-3.09999990463257,21.1000003814697,36,46,8.10000038146973,8.85911428571429
"253",-107.906,40.036,1899,24,14050005,25.0731235347129,114.774818401937,-5.02058112410238,20.052058141399,125.731234866828,50.9467312348668,7.00435835353976,2.09270833333333
"254",-107.917,40.033,1935,20,14050005,25.7000007629395,96,-6.30000019073486,19.3999996185303,63,43,6.40000009536743,2.54358333333333
"255",-112.44,38.3,2653,37,16030007,21.3999996185303,66,-6,15.3999996185303,215,49,3.70000004768372,9.15793333333333
"256",-108.06,39.06,3048,31,14010005,21.7000007629395,60,-8.30000019073486,13.3999996185303,232,52,1.39999997615814,7.5469375
"257",-108.489,37.2,2177,47,14080107,24.2999992370605,150,-2.70000004768372,21.6000003814697,116,54,9.19999980926514,2.09270833333333
"258",-115.017,41.283,1768,19,16040101,24.7999992370605,100,-4.59999990463257,20.2999992370605,86,48,7.09999990463257,3.462375
"259",-109.868,37.15,1258,25,14080205,28.7000007629395,181,-0.899999976158142,27.7999992370605,38,51,13.5,0.782
"260",-112.84,37.57,2987,37,16030001,20.1000003814697,70,-6.90000009536743,13.1999998092651,244,58,2.20000004768372,9.15793333333333
"261",-113.017,38.4,1532,39,16030007,27.1000003814697,136,-3.29999995231628,23.7000007629395,49,45,9.80000019073486,1.32391304347826
"262",-111.64,40.66,2733,29,16020204,22.5,88,-6.5,16,360,60,3.5,9.64516666666667
"263",-113.5,42.677,1269,27,17040209,25.7999992370605,130,-4,21.7999992370605,68,52,8.5,1.58266666666667
"264",-112.61,40.49,2506,29,16020304,23.2999992370605,129,-4.90000009536743,18.3999996185303,209,64,5.69999980926514,5.138125
"265",-109.546,38.574,1234,35,14030005,29.6000003814697,178,-2.59999990463257,27,42,50,12.5,0.782
"266",-113.926,37.8,1664,23,16030006,24.6000003814697,128,-2,22.7000007629395,60,46,9.69999980926514,1.47084375
"267",-111.5,41.47,2731,39,16010203,22.8999996185303,78,-7.69999980926514,15.1999998092651,317,60,2.70000004768372,8.85911428571429
"268",-114.174,41.25,1490,25,16020307,27.1000003814697,114,-4.59999990463257,22.5,46,45,8.30000019073486,2.14530555555556
"269",-109.307,37.87,2079,41,14080203,25.6000003814697,130,-4.80000019073486,20.7000007629395,98,52,7.80000019073486,2.09270833333333
"270",-111.3,42.317,1817,22,16010201,26.6000003814697,86,-8.39999961853027,18.2999992370605,91,48,4.59999990463257,3.462375
"271",-107.922,38.525,1746,13,14020006,26.7999992370605,148,-4.30000019073486,22.5,39,49,9.30000019073486,1.50295652173913
"272",-110.114,36.983,1696,12,14080205,27.7000007629395,183,-1.70000004768372,26,23,57,12.3000001907349,0.782
"273",-110.217,37.017,1615,15,14080205,27.7999992370605,186,-1.39999997615814,26.3999996185303,34,58,12.6000003814697,0.782
"274",-111.683,41.043,1551,33,16020102,26.2999992370605,134,-4.5,21.7999992370605,143,51,8.19999980926514,2.14530555555556
"275",-111.585,39.53,1695,24,16030004,26.2000007629395,112,-5,21.2000007629395,66,45,8,1.99766666666667
"276",-109.89,40.61,2899,37,14060010,22.7000007629395,45,-9.60000038146973,13.1000003814697,154,47,0.699999988079071,8.27194117647059
"277",-111.722,40.75,1652,39,16020204,24.7999992370605,130,-4.30000019073486,20.5,168,55,7.40000009536743,2.14530555555556
"278",-110.339,41.267,2073,41,14040107,24.6000003814697,89,-6.5,18.1000003814697,34,50,5.09999990463257,2.54358333333333
"279",-110.062,40.195,1549,21,14060003,32,132,-9.30000019073486,22.7000007629395,25,45,7.69999980926514,2.14530555555556
"280",-109.977,37.609,1982,39,14070001,25.6000003814697,152,-2.90000009536743,22.7000007629395,62,53,9.80000019073486,2.09270833333333
"281",-110.05,40.417,1814,35,14060003,29.7000007629395,127,-8.39999961853027,21.2000007629395,38,49,7,1.99766666666667
"282",-111.833,39.708,1564,41,16020201,26.7000007629395,138,-3.59999990463257,23.1000003814697,96,48,9.39999961853027,1.50295652173913
"283",-113.3,37.483,1605,36,15010008,23.3999996185303,157,-0.200000002980232,23.2000007629395,126,52,10.8000001907349,1.14695833333333
"284",-109.033,37.817,2036,24,14080203,26,114,-5.40000009536743,20.6000003814697,57,47,7.5,2.09270833333333
"285",-108.285,38.133,2140,19,14030003,24.7000007629395,114,-5.30000019073486,19.3999996185303,70,47,7,2.09270833333333
"286",-110.25,39.8,1765,13,14060005,27.6000003814697,133,-6,21.6000003814697,43,53,7.69999980926514,1.99766666666667
"287",-112.334,39.379,1549,34,16030005,27.5,146,-3.40000009536743,24.1000003814697,71,49,9.89999961853027,1.32391304347826
"288",-113.892,42.234,1390,38,17040211,24.3999996185303,127,-3.20000004768372,21.2000007629395,58,52,8.39999961853027,1.47084375
"289",-114.472,41.033,1777,17,16060008,25.1000003814697,98,-4.69999980926514,20.5,52,46,7.09999990463257,1.99766666666667
"290",-111.947,41.244,1326,32,16020102,27.7999992370605,162,-3.79999995231628,24,137,56,9.80000019073486,1.58266666666667
"291",-112.031,41.233,1305,18,16020102,27.8999996185303,166,-3.40000009536743,24.3999996185303,117,56,10.1000003814697,1.32391304347826
"292",-111.654,40.317,1469,21,16020203,26.2999992370605,156,-3.40000009536743,22.8999996185303,142,56,9.39999961853027,1.47084375
"293",-112.633,37.268,1664,25,15010008,23,143,-0.699999988079071,22.2999992370605,114,48,10.1999998092651,1.47084375
"294",-111.737,40.278,1375,26,16020201,26.7999992370605,162,-2.70000004768372,24,89,54,10.3999996185303,1.32391304347826
"295",-109.644,40.135,1424,39,14060010,33.7999992370605,140,-10,23.7999992370605,28,44,8.30000019073486,2.14530555555556
"296",-112.13,42.26,2054,37,16010204,25.2999992370605,133,-5.5,19.7999992370605,225,63,6.09999990463257,5.138125
"297",-111.448,36.921,1301,21,14070006,27.6000003814697,198,0.5,28.1000003814697,34,56,14.1999998092651,0.782
"298",-115.12,37.269,1036,26,15010011,23.5,182,3.5,27,39,45,14.6000003814697,1.14695833333333
"299",-108.35,39.115,1465,33,14010005,28,167,-3.70000004768372,24.2999992370605,54,54,10.5,1.58266666666667
"300",-112.439,37.817,2026,25,16030001,23.2000007629395,87,-4.19999980926514,19,42,42,6.90000009536743,5.138125
"301",-108.983,38.383,1686,17,14030002,27,149,-3.79999995231628,23.2000007629395,73,49,9.89999961853027,1.50295652173913
"302",-108.949,38.39,1658,12,14030002,26.8999996185303,149,-3.70000004768372,23.2000007629395,70,48,10,1.50295652173913
"303",-113.333,41.8,1684,14,16020308,26.7999992370605,133,-4.59999990463257,22.2000007629395,66,54,8,1.99766666666667
"304",-111.63,40.76,2286,39,16020204,23.2999992370605,108,-5.19999980926514,18.1000003814697,267,57,5.5,8.85911428571429
"305",-112.832,37.85,1829,32,16030006,23.7999992370605,137,-2.20000004768372,21.6000003814697,74,50,9.19999980926514,1.47084375
"306",-111.81,40.93,2359,18,16020102,23.2999992370605,118,-5.19999980926514,18.1000003814697,342,60,5.59999990463257,5.1168
"307",-113.885,39.631,1457,36,16020301,27.1000003814697,137,-3,24.1000003814697,28,45,10,1.32391304347826
"308",-111.717,40.033,1464,14,16020202,26.7000007629395,152,-3.29999995231628,23.3999996185303,117,52,9.69999980926514,1.32391304347826
"309",-111.63,39.93,2459,36,16020202,24,102,-6,18,190,54,5.5,5.138125
"310",-114.533,41.067,1839,13,16060008,24.2999992370605,110,-4,20.2999992370605,85,51,7,1.99766666666667
"311",-112.096,36.107,771,27,15010001,24.3999996185303,230,5,29.3999996185303,64,54,17,1.14695833333333
"312",-111.58,39.01,2926,39,16030003,22.5,89,-5.80000019073486,16.7000007629395,213,53,4.59999990463257,8.85911428571429
"313",-112.25,38.88,2679,33,16030005,22.6000003814697,90,-5.80000019073486,16.7999992370605,218,57,4.19999980926514,9.64516666666667
"314",-111.838,41.258,1506,44,16020102,25.5,126,-4.90000009536743,20.6000003814697,248,54,7.30000019073486,2.14530555555556
"315",-114.45,37.933,1881,20,15010013,23.2999992370605,148,-0.699999988079071,22.6000003814697,100,53,10.1000003814697,5.1168
"316",-112.733,36.867,1500,35,15010003,23.7000007629395,163,0.899999976158142,24.7000007629395,69,47,12.3999996185303,1.14695833333333
"317",-108.051,38.018,2250,39,14030003,22.3999996185303,92,-5.30000019073486,17.1000003814697,115,46,5.59999990463257,7.5469375
"318",-111.733,40.367,1437,46,16020201,26.7999992370605,162,-2.90000009536743,23.8999996185303,117,55,10.1999998092651,1.32391304347826
"319",-112.149,41.872,1362,14,16010204,27.8999996185303,144,-5.30000019073486,22.6000003814697,96,54,8.39999961853027,1.58266666666667
"320",-115.25,41.87,2539,37,17050102,21.2000007629395,75,-6.90000009536743,14.3000001907349,180,62,2.40000009536743,9.15793333333333
"321",-111.867,42.093,1463,20,16010202,27.5,132,-5.90000009536743,21.6000003814697,100,52,7.69999980926514,2.14530555555556
"322",-110.809,39.608,1711,27,14060007,28,135,-5.30000019073486,22.7000007629395,52,47,8.89999961853027,1.50295652173913
"323",-111.651,40.246,1393,36,16020201,26.7000007629395,161,-2.79999995231628,23.7999992370605,122,54,10.3000001907349,1.32391304347826
"324",-111.185,41.665,1911,29,16010101,26.5,61,-8.89999961853027,17.6000003814697,63,44,4,2.54358333333333
"325",-108.773,40.089,1608,38,14050007,31.2000007629395,134,-8.10000038146973,23.1000003814697,37,46,8.10000038146973,2.14530555555556
"326",-111.27,39.45,2746,39,14060009,21.7999992370605,59,-7.40000009536743,14.5,255,52,2.70000004768372,7.5469375
"327",-112.078,38.762,1615,39,16030003,25.7999992370605,126,-3.20000004768372,22.6000003814697,42,44,9.39999961853027,1.47084375
"328",-111.813,41.903,1426,47,16010202,27.3999996185303,136,-5.40000009536743,21.8999996185303,118,52,8,2.14530555555556
"329",-108.033,37.683,2682,29,14030002,20,47,-6.5,13.5,179,42,3,7.5469375
"330",-112,41.15,1341,13,16020102,27.6000003814697,167,-3.59999990463257,24,137,58,9.80000019073486,1.58266666666667
"331",-110.69,40.55,2405,36,14060003,23.3999996185303,49,-8.5,14.8999996185303,175,46,2.29999995231628,6.47575
"332",-109.239,41.578,1911,12,14040105,27.1000003814697,108,-6.80000019073486,20.2999992370605,34,49,6.30000019073486,2.54358333333333
"333",-109.066,41.597,2055,29,14040105,26.7000007629395,108,-6.80000019073486,19.7999992370605,42,51,5.90000009536743,2.54358333333333
"334",-112.24,40.44,2713,37,16020304,22.7000007629395,89,-6.69999980926514,16,269,61,3.5,9.64516666666667
"335",-109.959,40.288,1539,40,14060003,32.5,132,-9.5,22.8999996185303,33,44,7.80000019073486,2.14530555555556
"336",-114.99,39.281,2086,38,16060008,24.1000003814697,96,-4.5,19.6000003814697,69,48,6.59999990463257,8.85911428571429
"337",-111,41.867,1893,15,16010101,27.1000003814697,62,-9.30000019073486,17.8999996185303,39,43,4,2.54358333333333
"338",-111.416,38.914,2304,24,14070002,22.6000003814697,97,-5.5,17.2000007629395,94,54,5,9.64516666666667
"339",-111.867,38.959,1564,19,16030003,26.2999992370605,126,-3.40000009536743,22.7999992370605,51,44,9.39999961853027,1.47084375
"340",-111.817,40.743,1484,13,16020204,26.2000007629395,168,-2.40000009536743,23.8999996185303,125,57,10.1999998092651,1.47084375
"341",-111.967,40.778,1287,48,16020204,27.2000007629395,178,-2.09999990463257,25.1000003814697,86,59,11,1.14695833333333
"342",-111.896,40.771,1305,30,16020204,27,176,-2.09999990463257,24.8999996185303,100,58,10.8999996185303,1.14695833333333
"343",-110.91,42.51,2365,37,17040105,23.7999992370605,71,-8,15.8000001907349,215,54,2.90000009536743,6.47575
"344",-112.1,40.767,1284,21,16020204,27.3999996185303,180,-2.09999990463257,25.2999992370605,69,60,10.8999996185303,1.14695833333333
"345",-111.781,39.958,1573,31,16020201,26.1000003814697,146,-3.29999995231628,22.7999992370605,117,52,9.19999980926514,1.47084375
"346",-112.1,39.25,1618,37,16030005,26.5,130,-3.90000009536743,22.6000003814697,82,47,9.10000038146973,1.50295652173913
"347",-111.118,39.785,2326,20,14060007,25.2000007629395,60,-9.10000038146973,16.1000003814697,91,45,3.09999990463257,6.47575
"348",-111.205,39.684,2655,33,14060007,22.2000007629395,55,-7.69999980926514,14.5,215,51,2.40000009536743,7.5469375
"349",-111.15,39.717,2352,12,14060007,24.1000003814697,61,-8.5,15.5,131,48,2.90000009536743,6.47575
"350",-108.01,37.65,2774,31,14030002,20,50,-6.5,13.5,181,43,3,7.5469375
"351",-111.43,39.31,3021,39,14060009,21.6000003814697,62,-8.30000019073486,13.1999998092651,190,58,1.5,8.85911428571429
"352",-108.11,37.5,3267,13,14030002,19.5,52,-7.69999980926514,11.8000001907349,261,52,1.60000002384186,8.27194117647059
"353",-108.688,36.789,1505,20,14080105,27,161,-2,25.1000003814697,44,45,11.6000003814697,0.782
"354",-112,38.85,1619,13,16030003,25.8999996185303,126,-3.29999995231628,22.6000003814697,48,45,9.19999980926514,1.47084375
"355",-111.584,40.6,2664,48,16020204,22.6000003814697,83,-6.90000009536743,15.6999998092651,346,60,3.09999990463257,8.85911428571429
"356",-111.3,42.56,2202,37,17040207,23.6000003814697,73,-7.80000019073486,15.8000001907349,249,55,3,9.64516666666667
"357",-111.12,40.79,2316,38,16020101,23,66,-7,16,237,49,3.59999990463257,6.47575
"358",-110.888,42.552,2135,13,17040105,24.2000007629395,69,-8,16.2000007629395,162,50,3.29999995231628,2.54358333333333
"359",-111.5,40.55,1829,25,16020203,25.3999996185303,114,-5.40000009536743,20,168,50,6.90000009536743,3.462375
"360",-110.532,42.495,2457,36,14040101,22,32,-8.60000038146973,13.3999996185303,181,46,1.39999997615814,7.5469375
"361",-111.66,40.56,2938,28,16020204,22.3999996185303,86,-7.5,14.8999996185303,435,65,2.29999995231628,9.64516666666667
"362",-112.717,41.967,1390,12,16020309,27.7000007629395,122,-5.69999980926514,22,77,49,7.80000019073486,2.14530555555556
"363",-111.533,40.7,1969,25,16020102,24.7999992370605,86,-6.5,18.2000007629395,160,47,5.40000009536743,5.138125
"364",-111.583,42.651,1790,28,16010201,26.2999992370605,88,-8,18.2000007629395,94,48,4.80000019073486,3.462375
"365",-111.6,40.083,1439,39,16020202,26.7000007629395,150,-3.70000004768372,23,146,53,9.39999961853027,1.58266666666667
"366",-110.66,42.53,2743,37,14040101,22.5,51,-9,13.5,306,57,1,7.5469375
"367",-114.182,38.037,1814,36,15010013,23.5,119,-2.09999990463257,21.3999996185303,76,45,9,1.47084375
"368",-113.567,37.107,842,26,15010008,25,208,4.30000019073486,29.2999992370605,63,51,16.2999992370605,1.14695833333333
"369",-110.5,40.91,3109,38,14040107,21.6000003814697,31,-9.80000019073486,11.6999998092651,184,45,-0.200000002980232,8.27194117647059
"370",-111.21,40.16,2476,39,14060004,24.7999992370605,58,-9.10000038146973,15.6999998092651,201,47,3.09999990463257,6.47575
"371",-113.25,42.017,1609,15,17040210,26.2999992370605,124,-4.80000019073486,21.5,51,53,7.69999980926514,2.14530555555556
"372",-112.933,37.8,1829,31,16030006,23.7000007629395,141,-1.89999997615814,21.7999992370605,74,51,9.30000019073486,1.47084375
"373",-110.367,39.567,2051,12,14060007,26.2000007629395,122,-6,20.2000007629395,71,56,6.5,2.09270833333333
"374",-109.087,36.917,1612,28,14080201,27,173,-1.89999997615814,25.1000003814697,45,53,11.8000001907349,0.782
"375",-111.55,41.79,2257,16,16010203,23.7000007629395,94,-6,17.7000007629395,259,56,4.90000009536743,9.64516666666667
"376",-111.53,40.62,2813,29,16020101,22.6000003814697,87,-7.09999990463257,15.5,340,63,2.90000009536743,9.64516666666667
"377",-112.433,41.717,1402,37,16020309,28.3999996185303,141,-5.30000019073486,23.1000003814697,83,53,8.5,1.58266666666667
"378",-109.717,38.967,1554,13,14060008,30.2000007629395,168,-4.69999980926514,25.5,47,53,10.8999996185303,1.58266666666667
"379",-111.707,40.445,1719,37,16020201,25.8999996185303,143,-4.30000019073486,21.6000003814697,143,57,8.10000038146973,3.462375
"380",-111.62,40.43,2481,38,16020201,24,103,-6.30000019073486,17.7000007629395,308,58,4.80000019073486,8.85911428571429
"381",-111.63,41.9,2583,39,16010203,23.3999996185303,80,-7.5,15.8999996185303,417,57,3.29999995231628,8.85911428571429
"382",-112.297,40.528,1545,48,16020304,26.6000003814697,164,-2.70000004768372,23.8999996185303,102,58,9.80000019073486,1.32391304347826
"383",-112.164,41.711,1314,29,16010204,28.1000003814697,150,-5,23.1000003814697,105,54,8.89999961853027,1.58266666666667
"384",-111.913,41.917,1358,33,16010202,27.6000003814697,136,-5.5,22.1000003814697,121,52,8.19999980926514,2.14530555555556
"385",-110.95,40.68,3046,39,16020203,21.7000007629395,35,-9.19999980926514,12.5,325,48,0.5,8.27194117647059
"386",-110.591,42.764,2591,32,14040101,22.2999992370605,45,-9.19999980926514,13.1000003814697,331,55,0.800000011920929,8.27194117647059
"387",-112.082,37.626,1914,21,14070007,23.3999996185303,110,-3.20000004768372,20.2000007629395,69,46,8,5.1168
"388",-109.67,40.74,2901,39,14060010,23,37,-10.1999998092651,12.8999996185303,129,46,0.400000005960464,6.47575
"389",-111.242,36.133,1520,17,15020018,26.1000003814697,179,-0.300000011920929,25.7999992370605,33,50,12.8000001907349,1.14695833333333
"390",-113.067,36.283,1456,12,15010002,23.6000003814697,188,2.70000004768372,26.2999992370605,78,52,13.8999996185303,1.14695833333333
"391",-111.85,40.767,1443,17,16020204,26.5,171,-2.20000004768372,24.2999992370605,118,58,10.5,1.14695833333333
"392",-111.717,40.433,1625,12,16020201,24.1000003814697,114,-5.5,18.6000003814697,174,59,5.69999980926514,2.14530555555556
"393",-108.742,38.376,1527,21,14030003,27.2999992370605,154,-3.29999995231628,24.1000003814697,59,48,10.5,0.782
"394",-111.899,40.363,1372,24,16020201,26.7000007629395,158,-2.90000009536743,23.8999996185303,73,53,10.1999998092651,1.32391304347826
"395",-112.937,41.05,1353,16,16020308,27.8999996185303,160,-3.09999990463257,24.7999992370605,63,55,10.1999998092651,1.32391304347826
"396",-109.521,40.44,1611,25,14060010,31.1000003814697,131,-8.69999980926514,22.3999996185303,33,46,7.69999980926514,2.14530555555556
"397",-112.41,39.94,2256,39,16020304,23.7000007629395,128,-4.30000019073486,19.2999992370605,171,58,6.5,8.85911428571429
"398",-112.443,40.09,1670,36,16020304,25.8999996185303,127,-3.5,22.3999996185303,62,49,8.5,1.50295652173913
"399",-113.667,37.352,1402,30,15010008,23.1000003814697,184,1.70000004768372,24.7999992370605,103,56,12.6000003814697,1.14695833333333
"400",-113.426,38.483,1487,29,16030009,27.1000003814697,137,-2.79999995231628,24.2999992370605,23,44,10.3000001907349,1.32391304347826
"401",-111.404,40.791,1811,38,16020101,24.7000007629395,92,-5.90000009536743,18.7999992370605,100,46,6.09999990463257,3.462375
"402",-114.96,39.13,2804,37,15010011,22.2000007629395,87,-5.69999980926514,16.5,166,57,4.09999990463257,9.64516666666667
"403",-111.912,41.113,1494,24,16020102,26.5,161,-3.59999990463257,22.8999996185303,181,59,9.10000038146973,1.58266666666667
"404",-112.9,37.58,2805,37,16030006,20.2999992370605,87,-5.69999980926514,14.6000003814697,218,59,3.40000009536743,9.15793333333333
"405",-110.686,39.545,1646,27,14060007,28.2000007629395,141,-5.09999990463257,23.2000007629395,45,47,9.30000019073486,1.50295652173913
"406",-114.967,41.105,1723,34,16040101,25.1000003814697,91,-4.90000009536743,20.2000007629395,68,45,7,1.99766666666667
"407",-110.99,39.96,2634,39,14060007,23.3999996185303,63,-8,15.3999996185303,190,51,3,6.47575
"408",-111.973,37.875,2298,18,16030002,22.8999996185303,76,-5.19999980926514,17.7999992370605,62,46,5.59999990463257,5.1168
"409",-111.88,37.84,2938,39,16030002,21.7000007629395,67,-6.59999990463257,15.1000003814697,174,52,3.40000009536743,8.85911428571429
"410",-112.478,42.757,1978,35,17040208,24.7000007629395,121,-6.09999990463257,18.7000007629395,280,62,5.40000009536743,5.138125
"411",-110.84,42.82,2554,36,17040105,23.1000003814697,69,-7.90000009536743,15.1999998092651,255,55,2.5,6.47575
"412",-115.003,42.013,2170,27,17040213,22.1000003814697,90,-5.69999980926514,16.5,194,57,4.5,9.64516666666667
"413",-111.15,41.533,1925,46,16010101,26.2999992370605,59,-8.89999961853027,17.3999996185303,53,43,4,2.54358333333333
"414",-108.756,37.521,2091,23,14080202,25.2999992370605,133,-4.09999990463257,21.1000003814697,86,51,8.30000019073486,2.09270833333333
"415",-112.984,37.209,1234,35,15010008,24,189,2.29999995231628,26.2999992370605,110,50,13.6999998092651,1.14695833333333
