"","sm_8","elev","wind","p1day","p2day","p3day","p4day","p5day","slope","aspect","long","lat","prediction","resid","cv_predictions","cv_resid"
"136",0.063,1912.0104,1.385824,0,0,0,0,0,1.96794607459236,101.381049464381,-113.12341,37.35524,0.177394075406575,-0.114394075406575,0.182393556368883,-0.119393556368883
"137",0.125,2331.4152,2.279904,16.2560000000001,19.05,19.05,20.5740000000001,42.164,7.09543800654957,133.258722716448,-111.3036,41.33136,0.13043938547486,-0.00543938547486034,0.1497474,-0.0247474
"138",0.079,1865.376,3.039872,0,0,0,0,1.27000000000002,0.726175520945152,339.42963740865,-112.25122,38.15133,0.191964227466458,-0.112964227466458,0.194026243006993,-0.115026243006993
"139",0.102,2083.9176,2.101088,0,0,0,0,0,1.67366105040374,156.450306653394,-109.17193,37.77853,0.158356869289195,-0.056356869289195,0.174325668444954,-0.072325668444954
"140",0.223,1600.2,1.922272,0,0,0,0,1.27000000000002,0.570141036027076,34.3047495034098,-113.64324,37.63343,0.153977325539826,0.0690226744601745,0.135655447130169,0.0873445528698306
"141",0.202,1685.8488,0.67056,0,0,0.253999999999995,0.253999999999995,13.208,0.970774339179011,323.727977736126,-111.57803,39.36798,0.123736340206186,0.0782636597938144,0.126080906234506,0.0759190937654937
"142",0.076,1250.5944,1.385824,0,0,0,0,11.684,0.5945964847967,127.41959010491,-110.16264,39.01825,0.175158188336009,-0.0991581883360086,0.172202219413919,-0.0962022194139193
"143",0.103,1778.508,1.609344,1.27000000000002,1.27000000000002,1.27000000000002,1.27000000000002,2.032,2.40419793289836,169.834112102117,-113.82048,41.77846,0.152060621761658,-0.049060621761658,0.144152662876339,-0.0411526628763393
"144",0.094,1603.248,3.3528,0,0,0,0,0.254000000000017,0.960527735388909,67.8443805357513,-113.75102,38.59445,0.161059924463651,-0.0670599244636506,0.149489921768706,-0.0554899217687065
"145",0.13,2150.364,2.637536,0,0,0,0,0.253999999999995,2.9982010057861,245.710535023756,-109.23998,38.31347,0.124938155383601,0.00506184461639893,0.127756322900388,0.00224367709961162
"146",0.067,1446.276,1.56464,0,0,0,0.253999999999995,10.668,0.536559082696963,285.853511968521,-112.40155,39.19216,0.125886118410575,-0.058886118410575,0.122349019510228,-0.0553490195102283
"147",0.176,1644.396,1.296416,0,0,2.286,2.286,9.14399999999999,5.09067424161088,195.332768343968,-110.30464,40.17957,0.136828316610925,0.0391716833890746,0.148547782828283,0.027452217171717
"148",0.141,1885.188,0.715264,0,0,0,0,6.85800000000003,0.689820296371667,194.276829032929,-112.64291,38.36649,0.14372860801742,-0.00272860801741989,0.152322267928017,-0.011322267928017
"149",0.127,1620.012,1.1176,0,0,0,0,0.253999999999995,0.927399560636389,209.065110115593,-109.33776,37.44671,0.112665687431756,0.0143343125682439,0.1284695856486,-0.00146958564860045
"150",0.116,1525.524,1.877568,0,0,0,0,9.14399999999999,0.413576601639725,261.902297854386,-113.01053,38.34196,0.108798490092272,0.0072015099077281,0.118990500821336,-0.00299050082133615
"151",0.262,1558.4424,0.44704,7.36599999999998,14.2240000000001,14.2240000000001,14.478,24.6380000000001,0.349130024786206,334.577979362751,-111.68555,40.9999,0.181907130124777,0.0800928698752228,0.183471266666667,0.0785287333333335
"152",0.14,2111.3496,2.2352,0,0,0,0.253999999999995,6.60399999999999,1.24052551056894,117.053496228352,-110.40602,40.37263,0.129243720673762,0.0107562793262378,0.127116426065163,0.0128835739348372
"153",0.129,1598.676,0.938784,0,0,0,0,18.288,1.35035313731008,299.43859598652,-111.87044,39.64554,0.133535864665276,-0.00453586466527645,0.133626904949875,-0.00462690494987472
"154",0.126,1991.5632,1.475232,0,0,0,0.253999999999995,3.04799999999998,0.847523022959945,106.803073787133,-112.43437,37.86975,0.15447763622018,-0.0284776362201801,0.128961238873969,-0.00296123887396862
"155",0.019,1553.8704,2.101088,0,0,0,0,2.286,0.936873920628902,169.488674295744,-113.28596,41.77318,0.143007717943507,-0.124007717943507,0.147659823881674,-0.128659823881674
"156",0.168,1718.1576,5.900928,0,0,0,0,7.11200000000003,1.98951955243719,189.014319802871,-110.80604,39.53288,0.103008323962028,0.0649916760379722,0.0955383611111113,0.0724616388888887
"157",0.06,941.2224,3.933952,0,0,0,0,0.253999999999995,2.37146152928356,278.609066085876,-113.35615,37.10516,0.164376284240079,-0.104376284240079,0.1743807772048,-0.1143807772048
"158",0.083,1476.4512,1.251712,0,0,0,0.253999999999995,9.398,1.17384063214493,168.415352062176,-109.35326,40.39136,0.104695185740463,-0.0216951857404631,0.101779013196637,-0.0187790131966372
"159",0.02,1627.9368,5.543296,0,0,0,0,0.253999999999995,1.76924649244156,239.211474056468,-111.26189,37.51468,0.136440356209274,-0.116440356209274,0.138808498054537,-0.118808498054537
"160",0.181,1399.6416,1.78816,0,0,0,0,0.762000000000006,1.82737484501808,267.161349804735,-113.45866,39.23724,0.101751401387395,0.0792485986126054,0.0948206919978068,0.0861793080021932
"161",0.023,1948.2816,1.028192,0,0,0,0,0.25400000000004,2.75495756408965,306.457757455599,-112.19252,37.19061,0.158109102751995,-0.135109102751995,0.165364904879237,-0.142364904879237
"162",0.149,2131.4664,3.397504,0,0,0,0,0.253999999999995,0.709552975172266,285.950899227564,-109.12745,38.01394,0.162206920873613,-0.0132069208736126,0.158674218415296,-0.00967421841529639
"163",0.07,1354.2264,3.308096,0.254,3.302,6.35,6.35,6.35,0.26356814678384,163.186002368404,-112.912,41.9838,0.158867827529022,-0.0888678275290216,0.172937866666667,-0.102937866666667
"164",0.18,1773.936,2.771648,0,0,0,0,0,0.454623124849971,205.524420273608,-112.712,38.0399,0.161213190063592,0.0187868099364082,0.165089568472242,0.0149104315277584
"165",0.29,1552.956,2.816352,0,19.304,30.226,30.226,30.226,11.4745981876384,105.259944327019,-111.819,41.4967,0.187358333333333,0.102641666666667,0.1823089,0.1076911
"166",0.09,1979.9808,3.442208,0,9.906,17.018,17.018,17.018,6.63958182961892,102.534187923629,-111.42,41.9336,0.149940978835979,-0.0599409788359788,0.1528073,-0.0628072999999998
"167",0.2,1758.696,3.486912,0,0,0,0,0,0.762328231655888,298.165218443455,-112.881,37.8623,0.193270236506591,0.00672976349340862,0.190213790733058,0.00978620926694204
"168",0.14,1351.788,2.324608,0,10.16,14.732,14.732,14.732,0.11992255732508,280.281664107077,-111.879,41.763,0.183662096774194,-0.0436620967741936,0.18214645,-0.04214645
"169",0.09,1505.712,3.084576,0,6.604,8.636,8.636,8.636,1.39536402551849,329.712687856252,-112.048,41.8957,0.147715476190476,-0.0577154761904762,0.172321033333333,-0.0823210333333332
"170",0.44,1996.44,3.039872,0,0,0,0,0,0.767484894632226,291.418829455815,-112.422,37.8686,0.142210526951531,0.297789473048469,0.141137218936538,0.298862781063462
"171",0.05,1465.4784,3.084576,0,13.462,19.304,19.304,19.304,7.67236974902097,196.881640089081,-111.789,41.7447,0.197802792792793,-0.147802792792793,0.210238433333333,-0.160238433333333
"172",0.1,1598.3712,2.2352,0,0,0,0,0.254,0.462490271824078,147.433856610218,-112,38.8235,0.138860867677959,-0.0388608676779591,0.149037133014022,-0.0490371330140215
"173",0.14,1909.2672,2.45872,0,12.192,14.478,14.478,14.478,1.87723424062705,51.9146338777161,-111.088,41.8327,0.182833682373473,-0.042833682373473,0.164576047619048,-0.0245760476190475
"174",0.14,1291.7424,2.90576,0,4.318,4.826,4.826,4.826,0.312152931156652,41.2126654639026,-112.174,41.5192,0.225340357598978,-0.0853403575989783,0.218359566666667,-0.0783595666666667
"175",0.35,1665.4272,2.056384,0,0,0,0,0,1.00081292488623,105.707086568983,-109.562,40.4584,0.120374707862943,0.229625292137057,0.118800511453513,0.231199488546487
"176",0.07,1443.228,2.637536,0,0,0,0,0,0.540974267447321,265.158128100984,-112.42,38.9571,0.143944254933612,-0.0739442549336119,0.126683553654744,-0.0566835536547439
"177",0.17,1575.816,2.771648,0,5.08,9.652,9.652,9.652,3.64105271540136,136.950111615736,-112.491,41.9622,0.154640277777778,0.0153597222222222,0.1513789,0.0186210999999999
"178",0.15,1481.0232,2.68224,0,17.78,25.146,25.146,25.146,3.99664052145497,52.6802906782525,-111.855,41.5724,0.249497905759162,-0.0994979057591624,0.1898874,-0.0398874
"179",0.23,1307.592,2.324608,0,2.032,2.032,2.032,2.032,0.451437728099986,223.896202671917,-111.92,40.6313,0.167962515262515,0.0620374847374847,0.143600672043011,0.0863993279569894
"180",0.18,1885.4928,1.1176,0,0,0,1.016,1.016,0.764299827125085,128.952357009497,-110.209,40.3726,0.127292675590279,0.0527073244097207,0.130709556989187,0.0492904430108132
"181",0.09,1466.6976,4.068064,0,1.778,4.064,4.064,4.064,2.24693772571503,265.856135438987,-112.725,41.8663,0.141054848484849,-0.0510548484848485,0.155428033333333,-0.0654280333333332
"182",0.11,1382.268,1.56464,0,8.89,12.446,12.446,12.446,1.02065556525416,296.770284543976,-111.833,41.6945,0.176108888888889,-0.0661088888888889,0.176330366666667,-0.0663303666666667
"183",0.23,1695.9072,1.78816,0,10.414,14.986,14.986,14.986,4.4868684628182,286.986188489337,-111.567,41.6012,0.174222344322344,0.0557776556776557,0.176158966666667,0.0538410333333333
"184",0.31,1320.0888,2.548128,0,3.556,4.064,4.064,4.064,1.02006599831479,129.953986405767,-112.154,41.7229,0.184511139028476,0.125488860971524,0.175706433333333,0.134293566666667
"185",0.19,1580.9976,4.872736,0,0,0,0,0,0.352455251568427,21.0943953348404,-113.702,37.7196,0.159641545898485,0.0303584541015154,0.154311652378907,0.0356883476210927
"186",0.11,1375.8672,2.68224,0,9.652,15.24,15.24,15.24,0.0395541644715118,261.683442553538,-111.869,41.9521,0.168981615120275,-0.0589816151202749,0.169363866666667,-0.0593638666666666
"187",0.19,1370.9904,2.2352,0,10.668,18.288,18.288,18.288,0.242774121956167,339.272612055974,-111.891,41.6662,0.168681175059952,0.0213188249400479,0.169508933333333,0.0204910666666666
"188",0.13,2168.9568,3.442208,0,0,0,0,0,0.708559348452509,62.3860422604668,-111.636,38.3834,0.189540493823658,-0.0595404938236575,0.196130060614345,-0.0661300606143452
"189",0.11,1524.6096,3.442208,0,0,0,0,0,0.290007180582231,257.953212815079,-111.877,39.6894,0.127964742413632,-0.0179647424136321,0.128454399165635,-0.0184543991656349
"190",0.38,1334.1096,1.832864,0,3.81,4.572,4.572,4.572,1.47898031141463,273.605151498875,-112.05,41.1668,0.178081801801802,0.201918198198198,0.172680336363636,0.207319663636364
"191",0.08,1438.9608,1.78816,0,0,0,0,0,0.749228125356385,322.838165756449,-111.629,40.0672,0.1598759903262,-0.0798759903262004,0.169766238528981,-0.0897662385289809
"192",0.16,1685.2392,4.872736,0,0,0,0,0,0.262176758826636,214.088927824873,-113.137,37.673,0.165448444662729,-0.00544844466272856,0.155012061440129,0.00498793855987101
"193",0.22,1412.748,1.654048,0,11.176,14.732,14.732,14.732,1.69963671230798,240.72508453423,-111.811,41.7665,0.164254812834225,0.0557451871657754,0.162408433333333,0.0575915666666666
"194",0.41,1558.1376,2.816352,0,14.224,22.352,22.352,22.352,2.83186001508596,209.818351502215,-111.806,41.5355,0.170438194444444,0.239561805555556,0.161269966666667,0.248730033333333
"195",0.15,1816.3032,3.308096,0,4.064,9.652,9.652,9.652,0.0138388323339286,229.307061378556,-111.334,41.8379,0.146858505154639,0.0031414948453608,0.1301969,0.0198030999999998
